	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
BR,PE,UY																																										3
BR,PH,US																							5																			
BR,PK																															7		41	5	6	44	4	26	8	96	38	2
BR,PK,SA																																							8	23	5	21
BR,PK,US																																				6						
BR,PL																4	24				4		8	6	1		4	16		4	11	8	12	8	5	5	30	38	6	4	15	4
BR,PL,PT																																				29						
BR,PL,PT,UA																																										7
BR,PL,RU,SE,US																																								2		
BR,PL,UA																																					6					
BR,PL,US																																										1
BR,PR																																			11							
BR,PT							8			2					42	1				3	5	26	1		6	4	1	61			35	77	159	51	55	40	87	59	125	131	39	111
BR,PT,RU																														7												
BR,PT,TH								4																										17								1
BR,PT,TR																																							12			
BR,PT,US																					4												3							13		
