1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
BD,FI,GB,SE																																	4	8	12							
BD,FI,GB,SE,US																																							4			
BD,FR																																							5		3	
BD,FR,MA,QA,SA																																									1	
BD,GB	1																2			6	5	10	12	4	26				1	5	21	21	6	4	8	7	7		6	10	3	
BD,GB,IN																																						8			11	
BD,GB,IN,US																																						10				
BD,GB,IQ																																										19
BD,GB,IT																													4													
BD,GB,JP																									4																	
BD,GB,MY																												5														
BD,GB,NZ																													1		6				3							
BD,GB,SE																								7	12	8	8	27	4	8	14											
BD,GB,SE,US																										6			28					31		10						
BD,GB,US												6			9			4	5	5	6	5	6	6	8	6		14		22			9	18	8	10	18	15	27			
BD,IN																																								8	1	
BD,IN,KR,SA																																								1		
BD,IN,LY,SA																																							12			
BD,IN,US																																			5							
BD,IQ																																				4						
BD,IQ,MY																																				4						
BD,IT																														1												
BD,IT,JP																																		5	2	6	6		1			
BD,IT,JP,SA																																										
BD,JP																							1	4					10					18	14	7		14	12	2	8	6
BD,JP,SA																																				2		1				
BD,KR,MY																																					2					
BD,MY																																3	5									
BD,MY,SA																																							3		3	
BD,NZ																													3													
BD,NZ,US																												5														
BD,OM																																	12									
BD,RS																																							1			
BD,SA																																						3				
BD,US																4								17			9	9	11			5			5					21	13	9
BE	65	126	42	40	136	70	42	45	61	28	17	36	11	63	14	88	105	62	87	57	32	108	123	93	147	49	87	25	131	42	46	57	135	79	91	207	91	61	69	114	67	48
BE,BG																																		1								
BE,BG,RS																																		19								
BE,BR																											2										2	3				
BE,BY																														3												
BE,BY,SE																																		12								
BE,CA														4						1											45		10	29	3	9	1	22				4
BE,CA,CN																																1										
BE,CA,FR																													1									18				
BE,CA,FR,GB																																		2								
BE,CA,GB																														10												
BE,CA,GR,PL																													1													
BE,CA,IE,PT																						16																				
BE,CA,PL,US																																			9							
BE,CA,PT																												3														
BE,CA,SA																																										6
BE,CA,US																																	5		16		12					
BE,CH																							1	9		10	9			12		18					1					
BE,CH,CN,SE																															1											
BE,CH,CZ,FR																											18															
BE,CH,CZ,IN																									6																	
BE,CH,CZ,IN,NL																								8																		
BE,CH,ES,NL																									4																	
BE,CH,FR																						1									2								5			
BE,CH,FR,PL,SE																																			1							
BE,CH,GB																														12												
BE,CH,IN																			1																							
BE,CH,IN,IT																													7													
